seed,gt_map,s,along_track_err_m,lateral_err_m,num_inliers,residual,lambda_along_raw,lambda_along_cal,lambda_min_raw,lambda_min_cal,ratio
0,0,55.0,-0.5593368869589952,0.012224092150733817,995,12.296391378931379,576.1195198120361,46337.35114111346,575.9741999796905,46325.66305232702,0.0017259274097052117
0,0,55.5,-0.5867997699802743,0.012481872915463035,994,13.322934132654298,562.5688164635793,41718.88753121696,562.4885055516207,41712.93184756462,0.0016794151672330038
0,0,56.0,-0.5979529413971889,0.014050066129489976,1030,10.756730050769836,587.5337684827406,55930.99167560394,587.412273056099,55919.42577069661,0.0017509315105297132
0,0,56.5,-0.6024972552241579,0.014884594201362119,988,11.047491499512823,559.8237885603621,49762.152828134655,559.6749832089827,49748.9256756122,0.0016825079830321765
0,0,57.0,-0.5991392551818535,0.015566190340725736,1035,10.118866703301338,606.9977188636507,61726.34456257014,606.8419329454913,61710.50250095531,0.001800777530048308
0,0,57.5,-0.6045119748302383,0.01597366863281739,979,10.99112555376345,549.2065790113079,48619.042587046715,549.171913836716,48615.97381900172,0.001658628191625595
0,0,58.0,-0.6122835911896516,0.017627915445751704,1009,11.101399197400724,571.5678883449015,51640.570870036296,571.4882720447875,51633.37761920419,0.0017147599291120364
0,0,58.5,-0.6032799248968885,0.017997233728151832,992,11.949237287839171,546.1563682805071,45066.48969743247,545.8994194610365,45045.28737883295,0.0016350948525935619
0,0,59.0,-0.6010193764221725,0.018267966685997495,999,11.650108282471738,566.2018592303464,48260.36227162406,566.161262887875,48256.90203184802,0.001685032137961863
0,0,59.5,-0.6028802899488426,0.018616308675053796,989,16.02070420843138,555.9417716696393,34111.531830395325,555.784746858447,34101.89708604241,0.0016604216758530268
0,0,60.0,-0.6013801953271098,0.01962713317718991,1002,11.185502957997912,574.0282649232714,51113.6740127341,574.0179357136776,51112.75426037303,0.001693847764407171
0,0,60.5,-0.596065048425757,0.019945504198847545,978,10.044590620725648,544.7452324940131,52714.18079415254,544.5608194749334,52696.33542231871,0.0016236625553952477
0,0,61.0,-0.6125104950971689,0.022246882200832194,1002,12.917855732645853,573.8771881776304,44247.41158708139,573.703807023081,44234.0434528101,0.0017351622478780629
0,0,61.5,-0.6301866065572099,0.022493239834104804,992,11.68605885046859,557.0501971517743,47000.57576465358,556.7519469226125,46975.411187808946,0.0016471064667440674
0,0,62.0,-0.6226905627249053,0.023569774020587967,998,11.986207761117228,568.5721746822232,47056.050464470936,568.5025701610682,47050.289869763925,0.0016920184748454887
